Meet,MeetId,Event,Round,EventDate,Panel,RoundsCovered,Function,JudgeNo,JudgeName
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 3,J3,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 4,J4,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 5,J5,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 6,J6,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 7,J7,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 1,J1,POLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 2,J2,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 3,J3,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 4,J4,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 5,J5,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 6,J6,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 7,J7,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 1,J1,POLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 2,J2,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 3,J3,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 4,J4,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 5,J5,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 6,J6,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 7,J7,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 1,J1,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 2,J2,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 3,J3,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 4,J4,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 5,J5,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 6,J6,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 10m Platform Final,Final,19 MAR 2016,single,1-6,Judge 7,J7,POLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 1,J1,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 2,J2,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 3,J3,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 4,J4,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 5,J5,POLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 6,J6,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,19 MAR 2016,single,1-6,Judge 7,J7,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 1,J1,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 2,J2,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 3,J3,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 4,J4,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 5,J5,POLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 6,J6,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,19 MAR 2016,single,1-6,Judge 7,J7,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 1,J1,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 2,J2,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 3,J3,POLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 4,J4,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 5,J5,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 6,J6,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 3m Springboard Final,Final,19 MAR 2016,single,1-6,Judge 7,J7,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 1,J1,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 2,J2,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 3,J3,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 4,J4,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 5,J5,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 6,J6,POLLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 7,J7,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 1,J1,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 2,J2,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 3,J3,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 4,J4,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 5,J5,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 6,J6,POLLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 7,J7,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 1,J1,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 2,J2,TELLEFSEN Arne
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 3,J3,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 4,J4,POLLAZZO Valerio
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 5,J5,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 6,J6,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Women's 10m Platform Final,Final,18 MAR 2016,single,1-6,Judge 7,J7,RIOS Cristina
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 1,J1,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 2,J2,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 3,J3,MORNEAU Helene
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 4,J4,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 5,J5,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 6,J6,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 7,J7,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 1,J1,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 2,J2,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 3,J3,MORNEAU Helene
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 4,J4,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 5,J5,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 6,J6,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 7,J7,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 1,J1,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 2,J2,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 3,J3,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 4,J4,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 5,J5,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 6,J6,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 3m Springboard Final,Final,16 APR 2016,single,1-6,Judge 7,J7,MORNEAU Helene
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 1,J1,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 2,J2,BUSH-DAUPHINAIS Barb
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 3,J3,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 4,J4,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 5,J5,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 6,J6,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 7,J7,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 1,J1,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 2,J2,BUSH-DAUPHINAIS Barb
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 3,J3,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 4,J4,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 5,J5,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 6,J6,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 7,J7,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 1,J1,BUSH-DAUPHINAIS Barb
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 2,J2,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 3,J3,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 4,J4,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 5,J5,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 6,J6,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Men's 10m Platform Final,Final,17 APR 2016,single,1-6,Judge 7,J7,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 1,J1,MORNEAU Helene
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 3,J3,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 4,J4,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 5,J5,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 6,J6,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,17 APR 2016,single,1-6,Judge 7,J7,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 1,J1,MORNEAU Helene
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 3,J3,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 4,J4,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 5,J5,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 6,J6,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,17 APR 2016,single,1-6,Judge 7,J7,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 1,J1,BROOKER Gilian
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 2,J2,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 3,J3,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 4,J4,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 5,J5,MORNEAU Helene
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 6,J6,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 3m Springboard Final,Final,17 APR 2016,single,1-6,Judge 7,J7,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 1,J1,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 2,J2,BUSH-DAUPHINAIS Barb
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 3,J3,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 4,J4,FABER Marc
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 5,J5,HUFFMAN Coleen
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 6,J6,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal A,Semifinal,16 APR 2016,single,1-6,Judge 7,J7,MIN Suck Hong
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 1,J1,AXTELIUS Peter
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 2,J2,BUSH-DAUPHINAIS Barb
FINA/NVC Diving World Series 2016 - Windsor (CAN),windsor_2016_ws,Women's 10m Platform Semifinal B,Semifinal,16 APR 2016,single,1-6,Judge 3,J3,BARBOSA Ana Virginia
